state,year,month,age_group,deaths,population,daily_chance_to_die,days_in_month
Arizona,2020,01,10-14 years,0,474658,0,31
Arizona,2020,01,15-19 years,28,483652,1.8675117779966028e-6,31
Arizona,2020,01,20-24 years,52,497930,3.368785481571124e-6,31
Arizona,2020,01,25-29 years,62,499893,4.000856183223209e-6,31
Arizona,2020,01,30-34 years,89,480920,5.969740792513274e-6,31
Arizona,2020,01,35-39 years,80,461322,5.5940214455203145e-6,31
Arizona,2020,01,40-44 years,89,431087,6.659833727149007e-6,31
Arizona,2020,01,45-49 years,98,422715,7.478538312055747e-6,31
Arizona,2020,01,50-54 years,196,416870,1.5166792153816035e-5,31
Arizona,2020,01,55-59 years,293,437668,2.1595394004646914e-5,31
Arizona,2020,01,60-64 years,399,430608,2.9890219740310176e-5,31
Arizona,2020,01,65-69 years,520,396859,4.2267388539473964e-05,31
Arizona,2020,01,70-74 years,623,355601,5.6514954101783705e-5,31
Arizona,2020,01,75-79 years,716,249073,9.273094311125007e-5,31
Arizona,2020,01,80-84 years,731,157424,1.497906619148943e-4,31
Arizona,2020,01,85+ years,1662,144318,3.714914510026916e-4,31
Arizona,2020,05,10-14 years,0,474658,0,31
Arizona,2020,05,15-19 years,38,483652,2.5344802701382466e-6,31
Arizona,2020,05,20-24 years,56,497930,3.627922826307364e-6,31
Arizona,2020,05,25-29 years,93,499893,6.0012842748348145e-6,31
Arizona,2020,05,30-34 years,105,480920,7.042952620380829e-6,31
Arizona,2020,05,35-39 years,115,461322,8.041405827935452e-6,31
Arizona,2020,05,40-44 years,105,431087,7.85710720618703e-6,31
Arizona,2020,05,45-49 years,135,422715,1.0302068082933938e-5,31
Arizona,2020,05,50-54 years,206,416870,1.594060808003114e-5,31
Arizona,2020,05,55-59 years,275,437668,2.0268714509480895e-5,31
Arizona,2020,05,60-64 years,425,430608,3.183795335747325e-5,31
Arizona,2020,05,65-69 years,522,396859,4.242995541847194e-5,31
Arizona,2020,05,70-74 years,609,355601,5.5244955133204294e-5,31
Arizona,2020,05,75-79 years,731,249073,9.467363046693268e-5,31
Arizona,2020,05,80-84 years,742,157424,1.5204469376313485e-4,31
Arizona,2020,05,85+ years,1625,144318,3.6322118404294456e-4,31
Arizona,2020,10,10-14 years,12,474658,8.155277572347846e-7,31
Arizona,2020,10,15-19 years,33,483652,2.200996024067425e-6,31
Arizona,2020,10,20-24 years,57,497930,3.692707162491424e-6,31
Arizona,2020,10,25-29 years,63,499893,4.065386121662293e-6,31
Arizona,2020,10,30-34 years,98,480920,6.573422445688774e-6,31
Arizona,2020,10,35-39 years,109,461322,7.621854219521428e-6,31
Arizona,2020,10,40-44 years,108,431087,8.08159598350666e-6,31
Arizona,2020,10,45-49 years,145,422715,1.106518423722534e-5,31
Arizona,2020,10,50-54 years,184,416870,1.423821304235791e-5,31
Arizona,2020,10,55-59 years,310,437668,2.2848369083414827e-5,31
Arizona,2020,10,60-64 years,407,430608,3.0489522391744966e-5,31
Arizona,2020,10,65-69 years,475,396859,3.860963376201948e-5,31
Arizona,2020,10,70-74 years,628,355601,5.696852516199064e-5,31
Arizona,2020,10,75-79 years,720,249073,9.324899307276543e-5,31
Arizona,2020,10,80-84 years,701,157424,1.4364330232878375e-4,31
Arizona,2020,10,85+ years,1468,144318,3.281284296461801e-4,31
Arizona,2020,12,10-14 years,12,474658,8.155277572347846e-7,31
Arizona,2020,12,15-19 years,32,483652,2.13429917485326e-6,31
Arizona,2020,12,20-24 years,56,497930,3.627922826307364e-6,31
Arizona,2020,12,25-29 years,70,499893,4.517095690735882e-6,31
Arizona,2020,12,30-34 years,94,480920,6.305119488721885e-6,31
Arizona,2020,12,35-39 years,119,461322,8.321106900211468e-6,31
Arizona,2020,12,40-44 years,122,431087,9.12921027766493e-6,31
Arizona,2020,12,45-49 years,191,422715,1.4575518546965794e-5,31
Arizona,2020,12,50-54 years,280,416870,2.1666845934022906e-5,31
Arizona,2020,12,55-59 years,467,437668,3.441996245791846e-5,31
Arizona,2020,12,60-64 years,650,430608,4.869334042907673e-5,31
Arizona,2020,12,65-69 years,843,396859,6.852193949764722e-5,31
Arizona,2020,12,70-74 years,1102,355601,9.996706166960778e-5,31
Arizona,2020,12,75-79 years,1190,249073,1.5411986355082065e-4,31
Arizona,2020,12,80-84 years,1247,157424,2.555252467959962e-4,31
Arizona,2020,12,85+ years,2546,144318,5.690837751220535e-4,31
Arizona,2020,02,10-14 years,0,474658,0,29
Arizona,2020,02,15-19 years,24,483652,1.7111191660461483e-6,29
Arizona,2020,02,20-24 years,54,497930,3.739619957659192e-6,29
Arizona,2020,02,25-29 years,61,499893,4.20779702028648e-6,29
Arizona,2020,02,30-34 years,76,480920,5.449325574258533e-6,29
Arizona,2020,02,35-39 years,72,461322,5.381834425172993e-6,29
Arizona,2020,02,40-44 years,84,431087,6.7191813349461504e-6,29
Arizona,2020,02,45-49 years,117,422715,9.54421479867213e-6,29
Arizona,2020,02,50-54 years,145,416870,1.199414685633411e-5,29
Arizona,2020,02,55-59 years,255,437668,2.009080729748545e-5,29
Arizona,2020,02,60-64 years,413,430608,3.307272347551561e-5,29
Arizona,2020,02,65-69 years,451,396859,3.918702647018471e-5,29
Arizona,2020,02,70-74 years,559,355601,5.420643380914428e-5,29
Arizona,2020,02,75-79 years,692,249073,9.580351529678945e-5,29
Arizona,2020,02,80-84 years,686,157424,1.5026407926233042e-4,29
Arizona,2020,02,85+ years,1518,144318,3.627047740836687e-4,29
Arizona,2020,07,10-14 years,0,474658,0,31
Arizona,2020,07,15-19 years,36,483652,2.4010865717099177e-6,31
Arizona,2020,07,20-24 years,81,497930,5.247531230908866e-6,31
Arizona,2020,07,25-29 years,91,499893,5.872224397956646e-6,31
Arizona,2020,07,30-34 years,145,480920,9.725982190049716e-6,31
Arizona,2020,07,35-39 years,171,461322,1.1957220839799673e-5,31
Arizona,2020,07,40-44 years,159,431087,1.189790519794036e-5,31
Arizona,2020,07,45-49 years,206,422715,1.5720192778402896e-5,31
Arizona,2020,07,50-54 years,326,416870,2.5226399194612383e-5,31
Arizona,2020,07,55-59 years,502,437668,3.699961703185239e-5,31
Arizona,2020,07,60-64 years,635,430608,4.756964795763649e-5,31
Arizona,2020,07,65-69 years,769,396859,6.250696497472206e-5,31
Arizona,2020,07,70-74 years,983,355601,8.917207043668279e-5,31
Arizona,2020,07,75-79 years,980,249073,1.2692224057126404e-4,31
Arizona,2020,07,80-84 years,1007,157424,2.063463701071116e-4,31
Arizona,2020,07,85+ years,2104,144318,4.702876130623726e-4,31
Arizona,2020,06,10-14 years,0,474658,0,30
Arizona,2020,06,15-19 years,29,483652,1.9986822481177926e-6,30
Arizona,2020,06,20-24 years,66,497930,4.418291727752897e-6,30
Arizona,2020,06,25-29 years,112,499893,7.468264875349991e-6,30
Arizona,2020,06,30-34 years,109,480920,7.554964096592642e-6,30
Arizona,2020,06,35-39 years,126,461322,9.104269902584313e-6,30
Arizona,2020,06,40-44 years,116,431087,8.969573813793195e-6,30
Arizona,2020,06,45-49 years,170,422715,1.3405407110385642e-5,30
Arizona,2020,06,50-54 years,227,416870,1.815114224258562e-5,30
Arizona,2020,06,55-59 years,370,437668,2.8179655202878286e-5,30
Arizona,2020,06,60-64 years,468,430608,3.622784527923309e-5,30
Arizona,2020,06,65-69 years,564,396859,4.737198854001043e-5,30
Arizona,2020,06,70-74 years,715,355601,6.702268366324429e-5,30
Arizona,2020,06,75-79 years,769,249073,1.0291494193803958e-4,30
Arizona,2020,06,80-84 years,881,157424,1.8654504184029543e-4,30
Arizona,2020,06,85+ years,1704,144318,3.9357529899250264e-4,30
Arizona,2020,03,10-14 years,11,474658,7.475671107985526e-7,31
Arizona,2020,03,15-19 years,32,483652,2.13429917485326e-6,31
Arizona,2020,03,20-24 years,55,497930,3.563138490123304e-6,31
Arizona,2020,03,25-29 years,60,499893,3.871796306345042e-6,31
Arizona,2020,03,30-34 years,67,480920,4.494074529195386e-6,31
Arizona,2020,03,35-39 years,91,461322,6.363199394279358e-6,31
Arizona,2020,03,40-44 years,88,431087,6.5850041347091305e-6,31
Arizona,2020,03,45-49 years,121,422715,9.233705466925973e-6,31
Arizona,2020,03,50-54 years,190,416870,1.4702502598086973e-5,31
Arizona,2020,03,55-59 years,311,437668,2.2922073499812937e-5,31
Arizona,2020,03,60-64 years,402,430608,3.011495823459822e-5,31
Arizona,2020,03,65-69 years,493,396859,4.0072735673001276e-5,31
Arizona,2020,03,70-74 years,669,355601,6.068780785568748e-5,31
Arizona,2020,03,75-79 years,772,249073,9.998364257246515e-5,31
Arizona,2020,03,80-84 years,755,157424,1.5470854958378276e-4,31
Arizona,2020,03,85+ years,1587,144318,3.547273963545557e-4,31
Arizona,2020,09,10-14 years,0,474658,0,30
Arizona,2020,09,15-19 years,38,483652,2.6189629458095217e-6,30
Arizona,2020,09,20-24 years,52,497930,3.481078330956828e-6,30
Arizona,2020,09,25-29 years,72,499893,4.801027419867852e-6,30
Arizona,2020,09,30-34 years,102,480920,7.069782916077518e-6,30
Arizona,2020,09,35-39 years,97,461322,7.0088427027831605e-6,30
Arizona,2020,09,40-44 years,131,431087,1.012943249661128e-5,30
Arizona,2020,09,45-49 years,141,422715,1.1118602368025739e-5,30
Arizona,2020,09,50-54 years,216,416870,1.7271571473121118e-5,30
Arizona,2020,09,55-59 years,308,437668,2.345765892563922e-5,30
Arizona,2020,09,60-64 years,400,430608,3.096397032413084e-5,30
Arizona,2020,09,65-69 years,475,396859,3.98966215540868e-5,30
Arizona,2020,09,70-74 years,585,355601,5.483674117901806e-5,30
Arizona,2020,09,75-79 years,673,249073,9.006730289245857e-5,30
Arizona,2020,09,80-84 years,659,157424,1.395382322051699e-4,30
Arizona,2020,09,85+ years,1389,144318,3.2081930181959283e-4,30
Arizona,2020,04,10-14 years,0,474658,0,30
Arizona,2020,04,15-19 years,33,483652,2.2743625582030055e-6,30
Arizona,2020,04,20-24 years,51,497930,3.414134516899966e-6,30
Arizona,2020,04,25-29 years,57,499893,3.800813374062049e-6,30
Arizona,2020,04,30-34 years,78,480920,5.406304582882808e-6,30
Arizona,2020,04,35-39 years,64,461322,4.624391061630127e-6,30
Arizona,2020,04,40-44 years,104,431087,8.041686867538725e-6,30
Arizona,2020,04,45-49 years,114,422715,8.989508297552725e-6,30
Arizona,2020,04,50-54 years,178,416870,1.4233054269516475e-5,30
Arizona,2020,04,55-59 years,292,437668,2.223907924119043e-5,30
Arizona,2020,04,60-64 years,427,430608,3.3054038321009674e-5,30
Arizona,2020,04,65-69 years,502,396859,4.216442951610858e-5,30
Arizona,2020,04,70-74 years,705,355601,6.608530347214997e-5,30
Arizona,2020,04,75-79 years,723,249073,9.675878156203201e-5,30
Arizona,2020,04,80-84 years,751,157424,1.590185316936003e-4,30
Arizona,2020,04,85+ years,1659,144318,3.831815851106584e-4,30
Arizona,2020,08,10-14 years,0,474658,0,31
Arizona,2020,08,15-19 years,32,483652,2.13429917485326e-6,31
Arizona,2020,08,20-24 years,61,497930,3.9518445072276644e-06,31
Arizona,2020,08,25-29 years,99,499893,6.388463905469319e-6,31
Arizona,2020,08,30-34 years,110,480920,7.37833131658944e-6,31
Arizona,2020,08,35-39 years,127,461322,8.8805090447635e-6,31
Arizona,2020,08,40-44 years,133,431087,9.952335794503573e-6,31
Arizona,2020,08,45-49 years,186,422715,1.4193960469820091e-5,31
Arizona,2020,08,50-54 years,214,416870,1.6559660821003222e-5,31
Arizona,2020,08,55-59 years,397,437668,2.92606533100506e-5,31
Arizona,2020,08,60-64 years,511,430608,3.8280456860397244e-05,31
Arizona,2020,08,65-69 years,625,396859,5.0802149686867745e-5,31
Arizona,2020,08,70-74 years,800,355601,7.25713696331091e-5,31
Arizona,2020,08,75-79 years,821,249073,1.0632975460102836e-4,31
Arizona,2020,08,80-84 years,813,157424,1.6659344478359655e-4,31
Arizona,2020,08,85+ years,1630,144318,3.6433878768615363e-4,31
Arizona,2020,11,10-14 years,11,474658,7.724860144918376e-7,30
Arizona,2020,11,15-19 years,33,483652,2.2743625582030055e-6,30
Arizona,2020,11,20-24 years,53,497930,3.54802214501369e-6,30
Arizona,2020,11,25-29 years,70,499893,4.667665547093744e-6,30
Arizona,2020,11,30-34 years,89,480920,6.168732152263717e-6,30
Arizona,2020,11,35-39 years,106,461322,7.659147695824897e-6,30
Arizona,2020,11,40-44 years,106,431087,8.19633469191447e-6,30
Arizona,2020,11,45-49 years,141,422715,1.1118602368025739e-5,30
Arizona,2020,11,50-54 years,192,416870,1.5352507976107658e-5,30
Arizona,2020,11,55-59 years,329,437668,2.505704476147826e-5,30
Arizona,2020,11,60-64 years,449,430608,3.475705668883687e-5,30
Arizona,2020,11,65-69 years,529,396859,4.443223747813035e-5,30
Arizona,2020,11,70-74 years,690,355601,6.467923318550848e-5,30
Arizona,2020,11,75-79 years,746,249073,9.98368617500358e-5,30
Arizona,2020,11,80-84 years,816,157424,1.7278178676694787e-4,30
Arizona,2020,11,85+ years,1654,144318,3.820267280126757e-4,30
Arizona,2020,NA,10-14 years,0,474658,0,31
Arizona,2020,NA,15-19 years,0,483652,0,31
Arizona,2020,NA,20-24 years,0,497930,0,31
Arizona,2020,NA,25-29 years,0,499893,0,31
Arizona,2020,NA,30-34 years,0,480920,0,31
Arizona,2020,NA,35-39 years,0,461322,0,31
Arizona,2020,NA,40-44 years,0,431087,0,31
Arizona,2020,NA,45-49 years,0,422715,0,31
Arizona,2020,NA,50-54 years,0,416870,0,31
Arizona,2020,NA,55-59 years,0,437668,0,31
Arizona,2020,NA,60-64 years,0,430608,0,31
Arizona,2020,NA,65-69 years,0,396859,0,31
Arizona,2020,NA,70-74 years,0,355601,0,31
Arizona,2020,NA,75-79 years,0,249073,0,31
Arizona,2020,NA,80-84 years,0,157424,0,31
Arizona,2020,NA,85+ years,0,144318,0,31
Arizona,2021,01,10-14 years,0,470392,0,31
Arizona,2021,01,15-19 years,27,474532,1.8354246751230346e-6,31
Arizona,2021,01,20-24 years,51,512440,3.210446667556359e-6,31
Arizona,2021,01,25-29 years,108,502509,6.932952380438829e-6,31
Arizona,2021,01,30-34 years,123,496440,7.992389685528706e-6,31
Arizona,2021,01,35-39 years,126,467524,8.693705839769206e-6,31
Arizona,2021,01,40-44 years,182,443570,1.3235718695889e-5,31
Arizona,2021,01,45-49 years,233,417650,1.7996238554430897e-5,31
Arizona,2021,01,50-54 years,344,427841,2.5936677862917267e-5,31
Arizona,2021,01,55-59 years,551,433697,4.098297555294848e-5,31
Arizona,2021,01,60-64 years,790,440049,5.7911439334578505e-5,31
Arizona,2021,01,65-69 years,940,405498,7.477861948804011e-5,31
Arizona,2021,01,70-74 years,1256,370966,1.092179041536369e-4,31
Arizona,2021,01,75-79 years,1411,256359,1.7754839514999693e-4,31
Arizona,2021,01,80-84 years,1299,163602,2.561290559189473e-4,31
Arizona,2021,01,85+ years,2572,146542,5.661703943953534e-4,31
Arizona,2021,05,10-14 years,10,470392,6.857698369897667e-7,31
Arizona,2021,05,15-19 years,39,474532,2.6511689751777168e-6,31
Arizona,2021,05,20-24 years,64,512440,4.028795818109941e-6,31
Arizona,2021,05,25-29 years,74,502509,4.75035626067105e-6,31
Arizona,2021,05,30-34 years,109,496440,7.082686794492918e-6,31
Arizona,2021,05,35-39 years,141,467524,9.72867082069411e-6,31
Arizona,2021,05,40-44 years,139,443570,1.0108598344662478e-5,31
Arizona,2021,05,45-49 years,150,417650,1.158556130113577e-5,31
Arizona,2021,05,50-54 years,189,427841,1.4250093360730709e-5,31
Arizona,2021,05,55-59 years,317,433697,2.3578227314491232e-5,31
Arizona,2021,05,60-64 years,428,440049,3.137480510784759e-5,31
Arizona,2021,05,65-69 years,539,405498,4.287837862133364e-5,31
Arizona,2021,05,70-74 years,663,370966,5.7652444628870434e-5,31
Arizona,2021,05,75-79 years,673,256359,8.468467040109705e-5,31
Arizona,2021,05,80-84 years,702,163602,1.3841616416866896e-4,31
Arizona,2021,05,85+ years,1460,146542,3.213875489180466e-4,31
Arizona,2021,10,10-14 years,0,470392,0,31
Arizona,2021,10,15-19 years,35,474532,2.3792542084928226e-6,31
Arizona,2021,10,20-24 years,61,512440,3.8399460141360374e-6,31
Arizona,2021,10,25-29 years,78,502509,5.007132274761377e-6,31
Arizona,2021,10,30-34 years,109,496440,7.082686794492918e-6,31
Arizona,2021,10,35-39 years,132,467524,9.107691832139168e-6,31
Arizona,2021,10,40-44 years,158,443570,1.1490349197530011e-5,31
Arizona,2021,10,45-49 years,210,417650,1.621978582159008e-5,31
Arizona,2021,10,50-54 years,269,427841,2.028187891024635e-5,31
Arizona,2021,10,55-59 years,408,433697,3.0346740518335715e-5,31
Arizona,2021,10,60-64 years,525,440049,3.84854501907009e-5,31
Arizona,2021,10,65-69 years,658,405498,5.234503364162808e-5,31
Arizona,2021,10,70-74 years,761,370966,6.617422377461599e-5,31
Arizona,2021,10,75-79 years,853,256359,1.0733435936424336e-4,31
Arizona,2021,10,80-84 years,866,163602,1.7075270394596484e-4,31
Arizona,2021,10,85+ years,1666,146542,3.66734011299634e-4,31
Arizona,2021,12,10-14 years,0,470392,0,31
Arizona,2021,12,15-19 years,30,474532,2.0393607501367052e-6,31
Arizona,2021,12,20-24 years,62,512440,3.902895948794005e-6,31
Arizona,2021,12,25-29 years,105,502509,6.740370369871084e-6,31
Arizona,2021,12,30-34 years,127,496440,8.252304797253217e-6,31
Arizona,2021,12,35-39 years,157,467524,1.083263346701401e-5,31
Arizona,2021,12,40-44 years,167,443570,1.2144862759414632e-5,31
Arizona,2021,12,45-49 years,235,417650,1.8150712705112707e-5,31
Arizona,2021,12,50-54 years,334,427841,2.5182704669227812e-5,31
Arizona,2021,12,55-59 years,467,433697,3.4735117210938186e-5,31
Arizona,2021,12,60-64 years,704,440049,5.160715606524464e-5,31
Arizona,2021,12,65-69 years,771,405498,6.133437832476482e-5,31
Arizona,2021,12,70-74 years,929,370966,8.07829880244655e-5,31
Arizona,2021,12,75-79 years,1103,256359,1.3879226070194657e-4,31
Arizona,2021,12,80-84 years,1056,163602,2.0821576832210032e-4,31
Arizona,2021,12,85+ years,2009,146542,4.422380724495587e-4,31
Arizona,2021,02,10-14 years,0,470392,0,28
Arizona,2021,02,15-19 years,37,474532,2.7846985481033342e-6,28
Arizona,2021,02,20-24 years,51,512440,3.554423096223112e-6,28
Arizona,2021,02,25-29 years,66,502509,4.690747543114366e-6,28
Arizona,2021,02,30-34 years,80,496440,5.7552631881855956e-6,28
Arizona,2021,02,35-39 years,105,467524,8.020978602168017e-6,28
Arizona,2021,02,40-44 years,115,443570,9.259289079836006e-6,28
Arizona,2021,02,45-49 years,158,417650,1.3510971250705478e-5,28
Arizona,2021,02,50-54 years,253,427841,2.1119327707522853e-5,28
Arizona,2021,02,55-59 years,363,433697,2.989249571540895e-5,28
Arizona,2021,02,60-64 years,540,440049,4.3826288176349195e-5,28
Arizona,2021,02,65-69 years,650,405498,5.7248829129331623e-5,28
Arizona,2021,02,70-74 years,829,370966,7.981093377059584e-5,28
Arizona,2021,02,75-79 years,852,256359,1.1869515573305961e-4,28
Arizona,2021,02,80-84 years,876,163602,1.9123063462374719e-4,28
Arizona,2021,02,85+ years,1545,146542,3.765375894185382e-4,28
Arizona,2021,07,10-14 years,0,470392,0,31
Arizona,2021,07,15-19 years,46,474532,3.127019816876281e-6,31
Arizona,2021,07,20-24 years,63,512440,3.965845883451973e-6,31
Arizona,2021,07,25-29 years,79,502509,5.071326278283958e-6,31
Arizona,2021,07,30-34 years,134,496440,8.707156242771111e-6,31
Arizona,2021,07,35-39 years,121,467524,8.348717512794238e-6,31
Arizona,2021,07,40-44 years,129,443570,9.381361053679566e-6,31
Arizona,2021,07,45-49 years,168,417650,1.2975828657272063e-5,31
Arizona,2021,07,50-54 years,205,427841,1.5456450470633837e-5,31
Arizona,2021,07,55-59 years,321,433697,2.387574437839648e-5,31
Arizona,2021,07,60-64 years,458,440049,3.357397369017336e-5,31
Arizona,2021,07,65-69 years,558,405498,4.438986135566636e-5,31
Arizona,2021,07,70-74 years,690,370966,6.000028174045339e-5,31
Arizona,2021,07,75-79 years,663,256359,8.342635434758892e-5,31
Arizona,2021,07,80-84 years,714,163602,1.4078225244505647e-4,31
Arizona,2021,07,85+ years,1420,146542,3.125824105915248e-4,31
Arizona,2021,06,10-14 years,0,470392,0,30
Arizona,2021,06,15-19 years,38,474532,2.669296626290043e-6,30
Arizona,2021,06,20-24 years,73,512440,4.7485234043660395e-6,30
Arizona,2021,06,25-29 years,88,502509,5.8373747203201005e-6,30
Arizona,2021,06,30-34 years,100,496440,6.7144737195498615e-6,30
Arizona,2021,06,35-39 years,114,467524,8.127924983530258e-6,30
Arizona,2021,06,40-44 years,131,443570,9.844368795605353e-6,30
Arizona,2021,06,45-49 years,148,417650,1.1812123388802427e-5,30
Arizona,2021,06,50-54 years,213,427841,1.6594949993104914e-5,30
Arizona,2021,06,55-59 years,334,433697,2.5670763997291504e-5,30
Arizona,2021,06,60-64 years,414,440049,3.136014398396542e-5,30
Arizona,2021,06,65-69 years,525,405498,4.31568096513423e-5,30
Arizona,2021,06,70-74 years,697,370966,6.262927959255924e-5,30
Arizona,2021,06,75-79 years,720,256359,9.361871438100476e-5,30
Arizona,2021,06,80-84 years,692,163602,1.4099257140295758e-4,30
Arizona,2021,06,85+ years,1357,146542,3.086714616514947e-4,30
Arizona,2021,03,10-14 years,13,470392,8.915007880866966e-7,31
Arizona,2021,03,15-19 years,30,474532,2.0393607501367052e-6,31
Arizona,2021,03,20-24 years,57,512440,3.588146275504166e-6,31
Arizona,2021,03,25-29 years,71,502509,4.557774250103304e-6,31
Arizona,2021,03,30-34 years,106,496440,6.8877504606995355e-6,31
Arizona,2021,03,35-39 years,93,467524,6.416782881734413e-6,31
